"UIN","YEAR","SITE","TRANSECT","SITE.TRANS","smallkelp","bigkelp","reallybigkelp","kelp","prev.kelp","mean.kelp","kelp_plants","prev.kelp_plants","sand","habitat","habitat2","urchins","spring_canopy","spring_canopy_50","spring_canopy_150","summer_canopy","summer_canopy_50","summer_canopy_150","mean_Max.OV","mean_Mean.OV","mean_Max.Hs","mean_Mean.Tp","max_Max.OV","max_Mean.OV","links","richness","connectance","isolates","nopred","noprey","intermediate","linkdensity","spec","consumer_richness","mean_degreedist","sd_degreedist","mean_top_degreedist","sd_top_degreedist","mean_int_degreedist","sd_int_degreedist","lowdeg","middeg","highdeg","degree_skew","algae_richness","fish_richness","sessile_invert_richness","algae_consumer_richness","invert_consumer_richness","mix_consumer_richness","mobile_richness","mobile_invert_richness","prey_richness","higher_consumer","diameter","apl","density","mean_diameter","sd_diameter","mean.trophiclevel","mean.omnivory","mean.cons_trophiclevel","mean.cons_omnivory","mean.abs_trophiclevel","mean.abs_omnivory","mean.abs_cons_trophiclevel","mean.abs_cons_omnivory","sd.trophiclevel","sd.omnivory","sd.cons_trophiclevel","sd.cons_omnivory","sd.abs_trophiclevel","sd.abs_omnivory","sd.abs_cons_trophiclevel","sd.abs_cons_omnivory","max.trophiclevel","max.omnivory","max.cons_trophiclevel","max.cons_omnivory","max.abs_trophiclevel","max.abs_omnivory","max.abs_cons_trophiclevel","max.abs_cons_omnivory","skew.trophiclevel","skew.omnivory","skew.cons_trophiclevel","skew.cons_omnivory","skew.abs_trophiclevel","skew.abs_omnivory","skew.abs_cons_trophiclevel","skew.abs_cons_omnivory","kurtosis.trophiclevel","kurtosis.omnivory","kurtosis.cons_trophiclevel","kurtosis.cons_omnivory","kurtosis.abs_trophiclevel","kurtosis.abs_omnivory","kurtosis.abs_cons_trophiclevel","kurtosis.abs_cons_omnivory","shape","shape2","power_exp","drifting"
"2000_CARP_3",2000,"CARP",3,"CARP-3",2,0,0,0,NA,0,2,NA,0,80,73,91,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,17,15,0.0755555555555556,2,4,7,4,1.13333333333333,0.266666666666667,6,2.125,1.35620268186054,2.5,1.29099444873581,1.75,1.5,0.533333333333333,0,0,0.408720805408484,2,2,2,3,3,0,11,9,5,2,3,1.55172413793103,0.0761904761904762,2.2,0.447213595499958,1.59166666666667,0.144791666666667,2.41071428571429,0.167410714285714,1.96334828920007,0.146882742363607,2.44502243380010,0.220324113545410,0.90196544649264,0.289828658075192,0.533826037296082,0.221470120189846,0.81257558917939,0.236670071406402,0.503720357444705,0.26296790420152,3.5,1,3.5,0.5,3.45370547524419,0.731708806002454,3.45370547524419,0.731708806002454,0.331725261153529,1.80550865067444,1.01985731063306,0.461102739009508,0.104261129098088,1.16669294679265,0.697760270358229,0.587057472006116,-0.747766518405818,2.30688891090594,-0.372921831986340,-1.83513458833088,-1.30906387050394,-0.0118256824152181,-0.955655659087186,-1.19098431784125,1.375,1.375,1.99867230854751,2
"2000_CARP_4",2000,"CARP",4,"CARP-4",2,0,0,0,NA,0,2,NA,0,80,66,53,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,14,19,0.0387811634349030,6,3,13,3,0.736842105263158,0.105263157894737,5,2.33333333333333,1.36626010212795,2.33333333333333,1.52752523165195,2.33333333333333,1.52752523165195,0.315789473684211,0,0,0.290446450282301,1,3,2,1,2,0,16,13,7,1,2,1.35,0.0380116959064327,1.71428571428571,0.487950036474267,1.46052631578947,0.0756578947368427,2.45833333333333,0.239583333333335,1.94934789785041,0.103757023690799,2.38750846608906,0.151644880778860,0.809076796823328,0.234390228550096,0.781291665555615,0.388137915780804,0.796516494819232,0.185248287527807,0.541335078313814,0.208825959363766,4,1,4,1,3.45370547524419,0.499851120673534,3.45370547524419,0.499851120673534,1.70859284767084,3.22700048866687,1.17642569279575,1.13527972703016,0.256535154896294,1.19808475014482,0.91201802643205,0.631895945112361,2.40227481034677,9.75771431153476,-0.413214869518969,-0.472023721926631,-1.02904165813069,-0.361515998455,-0.873937644665678,-1.51372014431578,2,2.66666666666667,1.87742590779762,7
"2000_CARP_5",2000,"CARP",5,"CARP-5",2,0,0,0,NA,0,2,NA,0,80,73,76,0,0,627,0,0,105,NA,NA,NA,NA,-Inf,-Inf,16,13,0.0946745562130177,2,1,8,4,1.23076923076923,0.0769230769230769,4,3.2,2.16794833886788,1,NA,3.75,2.06155281280883,0.384615384615385,0,0,0.268515466507131,1,1,3,1,1,0,9,8,6,1,3,1.45833333333333,0.0961538461538462,2.33333333333333,0.516397779494322,1.69230769230769,0.230769230769231,2.8,0.6,2.00328360967213,0.116276520634039,2.44918743619308,0.167954974249167,1.18213192894697,0.599144689515278,1.30384048104053,0.894427190999916,0.851909035494682,0.200276685174216,0.601373848864893,0.224502819407957,5,2,5,2,3.45370547524419,0.555932100264912,3.45370547524419,0.555932100264912,1.66972413367867,2.09512526828145,0.82290831744565,0.603738353924943,0.240667562220580,1.20405099196484,0.667065074105437,0.670438290187363,1.90376509856870,3.07644004347301,-1.29370242214533,-1.67,-1.23662293243868,-0.197581159840468,-1.39839805939642,-1.37099872824336,2,2.4,1.69631040329086,4
"2000_CARP_6",2000,"CARP",6,"CARP-6",2,0,0,0,NA,0,2,NA,0,80,77,16,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,21,18,0.0648148148148148,2,4,10,4,1.16666666666667,0.111111111111111,6,2.625,1.30247018062932,2,1.15470053837925,3.25,1.25830573921179,0.444444444444444,0,0,0.270488059395513,2,1,4,3,3,0,12,11,8,2,4,1.67567567567568,0.065359477124183,3.125,0.353553390593274,1.79259259259259,0.0891358024691362,2.78333333333334,0.200555555555556,1.89119941705425,0.129151242745751,2.45832631881605,0.211338397220320,1.20215251147970,0.240263579407636,1.22085060121057,0.338607481392583,0.847487887009553,0.236009349759257,0.557888004912129,0.274926300573097,5.20000000000001,1.00000000000001,5.20000000000001,1.00000000000001,3.45768492306293,0.814126303829211,3.45768492306293,0.814126303829211,1.56516594367256,3.00767966877529,1.03965424766427,1.54103138396477,0.335051987966498,1.58720746287621,0.693158432745178,0.867013347078471,1.58968572226479,8.50160674942446,-0.779446017362637,0.945544841394951,-1.23295439915450,1.47200631026135,-1.26880405566281,-0.589124803958291,1.75,1.75,1.76878172760316,3
"2000_CARP_7",2000,"CARP",7,"CARP-7",2,0,0,0,NA,0,2,NA,5,75,59,62,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,17,17,0.0588235294117647,4,3,11,3,1,0.117647058823529,5,2.83333333333333,1.83484785926972,3,2,2.66666666666667,2.08166599946613,0.352941176470588,0,0,0.200854175360375,1,1,5,1,3,0,11,10,7,1,3,1.40740740740741,0.0625,2.14285714285714,0.377964473009227,1.50196078431372,0.0371895424836603,2.42222222222222,0.105370370370371,1.85955741249912,0.0888585920937826,2.32840691022591,0.137326915054028,0.767885859233296,0.0843988525014323,0.562402254881944,0.119050599609955,0.750869796560297,0.167726848030985,0.465814897055214,0.194139298143587,3.5,0.250000000000001,3.5,0.250000000000001,3.31906941907849,0.499851120673534,3.31906941907849,0.499851120673534,1.13561856748089,1.67364802057576,1.02144753003722,0.125855380104992,0.208581353522388,1.36769287686379,1.01267850073735,0.718908290171735,0.124201523046292,1.03151160585956,-0.641980065339759,-2.16803770082428,-1.13959023918871,0.185214759655895,-0.541465713021903,-1.34319188711528,2,2.33333333333333,1.77012229989532,5
"2000_CARP_8",2000,"CARP",8,"CARP-8",2,0,0,0,NA,0,2,NA,0,80,78,37,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,19,16,0.07421875,4,1,11,4,1.1875,0.0625,4,3.8,1.78885438199983,1,NA,4.5,1,0.3125,0,0,-0.603738353924943,1,1,3,1,2,0,12,11,7,1,3,1.48387096774194,0.075,2.28571428571429,0.487950036474267,1.5,0.130000000000000,2.6,0.415999999999999,1.79893313186376,0.125629857839508,2.42032556775780,0.223341969492459,0.882420912414628,0.357621774132019,0.848528137423855,0.57522169639192,0.848205016421123,0.249724149285058,0.596716030602602,0.303937354133968,4.00000000000000,1.36000000000000,4.00000000000000,1.36000000000000,3.45768492306293,0.814126303829211,3.45768492306293,0.814126303829211,1.54996621623249,2.6125204645901,0.738533749239284,0.718185127408582,0.558614909724722,1.61941835660495,0.812796001364144,0.761255522940633,1.42949618244511,5.89072784331763,-1.40740740740741,-1.43125186595782,-0.980990607198614,1.29817408865606,-1.19076484260057,-1.08123640871198,2.2,3,1.58854962617524,4
"2000_NAPL_1",2000,"NAPL",1,"NAPL-1",2,0,0,0,NA,0,2,NA,0,80,76,260,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,26,29,0.0309155766944114,11,4,20,5,0.896551724137931,0.103448275862069,6,2.88888888888889,1.83333333333333,3.5,2.38047614284762,2.4,1.34164078649987,0.310344827586207,0,0,0.360185880847038,4,4,5,2,2,0,20,16,9,3,3,1.58695652173913,0.0307881773399015,2.33333333333333,0.5,1.36091954022989,0.0633716475095785,2.43333333333333,0.104722222222222,1.71143049631805,0.089385336963089,2.47367745665882,0.185155340852113,0.734256397711817,0.199130712868805,0.45320726538398,0.140922571207872,0.820016523679213,0.195267528523543,0.488456951015658,0.251054825071318,3.16666666666667,1,3.16666666666667,0.337777777777778,3.45370547524419,0.731708806002454,3.45370547524419,0.731708806002454,0.989827514117426,3.69755814001338,0.445221093579014,0.549265011433307,0.535615880966552,1.95032006680727,0.412463175431769,0.83108159426558,0.107361004484658,14.0513284942296,-1.52380577698998,-1.69978577089933,-1.25786976843792,2.64288462700298,-1.23024389252135,-0.839512603229623,1.66666666666667,2.77777777777778,1.75835352720979,5
"2000_NAPL_2",2000,"NAPL",2,"NAPL-2",2,0,0,0,NA,0,2,NA,0,80,80,242,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,25,32,0.0244140625,12,5,22,5,0.78125,0.0625,8,2.5,1.08012344973464,2.2,1.30384048104053,2.8,0.836660026534076,0.3125,0,0,0,4,11,3,3,2,0,25,14,10,2,3,1.60465116279070,0.0231854838709677,2.3,0.483045891539648,1.4921875,0.080078125,2.575,0.25625,1.86557467711019,0.126278732227604,2.45780998250137,0.212679970067544,0.789253360420775,0.218956915388327,0.500693962859996,0.339078100639563,0.828864972149571,0.244302658360526,0.521406598654089,0.288776827947376,3.50000000000001,1,3.50000000000001,1,3.52479468861829,0.849161276084287,3.52479468861829,0.849161276084287,1.13018703056988,2.86014692035134,0.301741869518454,0.950331774549687,0.327340857607976,1.64313275527116,0.651358463593087,0.855664314767084,-0.287786465444558,7.93380119511957,-1.20786388993330,-0.428886735608686,-1.21391858481282,1.36370140904614,-0.943638072258352,-0.801361654034726,1.8,2.7,1.78385196564055,9
"2000_NAPL_3",2000,"NAPL",3,"NAPL-3",2,0,0,0,NA,0,2,NA,0,80,80,264,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,32,27,0.0438957475994513,8,5,18,4,1.18518518518519,0.0740740740740741,8,3.55555555555556,2.00693242979872,2.6,1.51657508881031,4.75,2.06155281280883,0.333333333333333,0,0,0.299006151728817,5,1,4,1,2,3,18,17,10,1,3,1.55932203389831,0.0455840455840456,2.6,0.516397779494322,1.42901234567901,0.0367798353909466,2.28703703703704,0.110339506172840,1.54738624271819,0.0425815280419707,2.34358441394464,0.104518296103019,0.652372275094373,0.115463223797599,0.375257113502953,0.184924585155105,0.72373479324033,0.128139878588034,0.430260309420968,0.188601898319160,3,0.520833333333334,3,0.520833333333334,3.02857142857142,0.509681935795204,3.02857142857142,0.509681935795204,0.997068523116718,3.08682542429937,0.653328103734018,1.14617955505429,0.762433785456469,2.67839276597816,0.518221347867324,1.14755260874823,-0.577752945594144,9.12651958185172,-1.23252837374812,-0.166692602643637,-0.99239259479696,5.90236084277062,-1.60135433604671,-0.454910493623112,2,2.44444444444444,1.63008456097626,2
"2000_NAPL_4",2000,"NAPL",4,"NAPL-4",2,0,0,0,NA,0,2,NA,1,79,13,54,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,15,13,0.0887573964497041,0,3,6,4,1.15384615384615,0.230769230769231,5,2.14285714285714,1.4638501094228,2.66666666666667,2.08166599946613,1.75,0.957427107756338,0.538461538461539,0,0,0.88667492342181,1,2,1,1,1,0,11,9,6,2,3,1.36842105263158,0.0833333333333333,2.16666666666667,0.408248290463863,1.63076923076923,0.15974358974359,2.53333333333334,0.179444444444445,2.03924352733546,0.140457630393186,2.50112953948456,0.202883243901268,0.990273207575076,0.316334508657404,0.6055300708195,0.260515869993593,0.84604642410975,0.216559139180883,0.54191535208245,0.236851306312041,3.50000000000001,1,3.50000000000001,0.666666666666668,3.45370547524419,0.509681935795204,3.45370547524419,0.509681935795204,0.332482737947662,1.67081099314415,0.498769948140576,0.930092929408937,0.0295933091637510,0.78700266097771,0.405182871105356,0.240459739674391,-1.04357341976422,1.38208431773996,-1.64283746556474,-0.847531383137335,-1.4519721772892,-1.40402021717643,-1.51067009227018,-2.07265316340238,1.57142857142857,1.42857142857143,1.98265676174994,2
"2000_NAPL_5",2000,"NAPL",5,"NAPL-5",2,0,0,0,NA,0,2,NA,0,80,79,253,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,44,32,0.04296875,6,6,19,7,1.375,0.15625,10,3.38461538461538,2.21880078490092,2.33333333333333,2.16024689946929,4.28571428571429,1.97604704011871,0.40625,0,0,0.0570034456457418,3,5,5,2,2,2,24,19,13,3,3,1.76,0.0423387096774194,2.46153846153846,0.518874521662771,1.6671875,0.0865538194444444,2.64230769230769,0.213055555555556,1.75960527636722,0.094182996927188,2.429845226103,0.177285641274707,0.904117268607489,0.239989555835304,0.613830391303452,0.345816657174745,0.800453984995641,0.193726113646869,0.472410995116591,0.238872955938292,3.66666666666667,1.21185185185185,3.66666666666667,1.21185185185185,3.45370547524419,0.731708806002454,3.45370547524419,0.731708806002454,0.877040867751473,3.43731306882238,0.367185896338084,1.78887135808711,0.408580253190581,1.83279230994808,0.547742272510922,0.869940153745648,-0.739682852131837,12.5255844523635,-1.53173023728066,2.48193306971111,-1.30069248126179,2.23322011266866,-1.05960540083002,-0.668605995962775,1.76923076923077,2,1.70002038709859,4
